meeting,extractive,abstractive
ES2016c.B,"the details of the components' design , as you can see there , what we have is the board , main board of the remote control . top left side you can see the chip , which is the , what we were talking about , this was is the device to recognise the signals the input , its job is to for you to press a key , then to translate that key press into infrared light signals , that are received by the television . we are talking this the simple and cheapest version at the same time . we are talking something more complicated it's going to be more expensive as we are also restricted in the use of our outer shell , or in the material that we could use for our outer shell . we what we can use is plastic , rubber , wood and titanium . can also mix these . what we could use is , or what i was offered , or what we could use , is a basic bateer battery . personally have to say that dynamo is out of the question really . solar cell is interesting . may fail though , every here and there . the kinetic energy thing might work , but the same problem . you leave it lying around and you first have to shake it before it starts to work . i'd say what we're stuck with really is the basic battery . our interface options are push buttons . however when it comes to the scroll wheel of the ipod i've one big objection and that is that we have to fit an l_c_d_ into the remote control as if we have a more sophistic sophisticated scroll wheel rather than this very basic set up that we that i've just presented , the chip has to be more s more sophisticated and thus more expensive as solar cells cannot be used on a curved or latex surface or remote control . with the titanium we cannot make it a curved design . with plastic , as i understand it , you can use any form . with rubber we could sh shape it the way we wanted it , but we cannot add scroll wheels , and we cannot add an l_c_d_ screen . how about affecting the surface of the actual remote control ? say we don't make it p a particular fruit shape but give it like the surface of an orange , banana , whatever . we can still design a two piece remote without having a base , having one of them be a base station , when it comes to the chip on print , as i said , the more advanced features you want , the fancier the chip has to be and the more expensive . ","The industrial designer discussed the interior workings of a remote and the restrictions involved in combining various components, energy sources, and materials. The industrial designer also discussed with the how to incorporate a fruit and vegetable theme into their design. The team then discussed and decided what components, materials, and energy sources to use. "
ES2016c.C,"was sent some information from the company saying that they , the technology department have devised a new speech recognition technology , where you can program questions into such devices . they gave an example of a coffee machine where you program a question , you program the answer , and the machine responds accordingly . there's different ways of a user can use products l like a remote . there's a graphical use , where you look at pictures and on a screen . a command line where you type things in , and you get a response . and then it ju that's just to point out the inconsistent u use of interface in remotes . then i had a look at new products that are on the market . this is the voice , there is a voice recognition remote control , which can control mus multiple devices . and then on the right is an ipod , and all that is just a big scroll menu that y you go through . and nothing's simpler really . then there's things like this , which is a kid's remote , where the parents have the facility to control and program what children can watch before . don't know if there's a possibility of having one remote contr like we just had two components , we've suggested this two part thing , where if it was to have a speech recognition thing , and then just have the simple hand held thing that we devised earlier , as the actual remote . it could be a graphical display , the actual remote contr the actual control port could have like an ipod where you just control through the menus . and you just p stick on just rubber things that grip the thumb bit . you could just sell it in different colours as suppose . we rid of that because gonna use a battery . think ","The user interface designer briefly described how speech recognition technology works and what ways a user can use a remote. The user interface designer presented three existing products on the market - a voice recognition remote, an iPod, and a children's remote - and discussed a few features to include in the team's design. The industrial designer also discussed with the how to incorporate a fruit and vegetable theme into their design. The team then discussed and decided what components, materials, and energy sources to use. "
ES2016c.D,"i was given a brief executive summary , and then an update on some recent fashion trends that we might like to look at . the most important finding was that the fancy look and feel seems to be twice as important to the users as the current functional look and feel design , the second most important finding was that the remote should be technologically innovative . these are all things we've already come up with on our own , but this just backs it up . and thirdly the remote would be easy to use . as far as fashion update , we've learned that fruits and vegetables will be the most important theme for cloths , shoes and furniture . and also , as opposed to last year , this year the material is expected to be spongy in feel . think we've already discovered that it's hard to go away from the traditional rectangular design . but that , even if it's very subtle , we need to trick our consumers , they at least get the idea that they're getting something that's new and modern and sleek and we brought up the idea of having two pieces , which we could discuss further . we need to keep it simple , have limited buttons , we need to incorporate this fashion trend of fruits and vegetables . guess the two options are if we had our remote in the shape of a fruit or vegetable . or with exterior designs . we could have something that's somewhat removable , personalise your remote . having a shape could be a little ridiculous , is the two piece idea out ? then for the scroll , are we going for the ipod type ? ","The marketing expert discussed the results of trend watching reports which indicated a need for products which have a fancy look and feel, are technologically innovative, easy to use, include a fruit and vegetable theme, and are spongy in feel. The marketing expert stressed the need to incorporate these findings into the team's design and suggested that the team should create a remote that has limited buttons , can be personalized, and is not rectangular. The team then discussed and decided what components, materials, and energy sources to use. "
ES2016d.A,"this is our last meeting . i'll go ahead and go through the minutes from the previous meeting . and then we'll have a , the prototype presentation . then we'll go through the finance and see if we fall within the budget . then we'll do the evaluation , and then we can finish up after that with any changes that we'll need to make , we had the fashion trends that people want a fancy look and feel . they liked fruit and vegetables in the new styles . and a spongy feel . they wanted limited buttons and simplicity . the ipod , we really liked the look of that . the materials for the case , the different energy sources , the different types of chips , and made a decision on what we were going to use to make our remote . it's definitely different than anything else out there . two . i don't know that we are that innovative , to tell you the truth . would say we're probably at four . we have some spongy , probably a four at most . now we get to do the budget numbers . we want a fifty percent profit on this . and how many batteries do we think this will probably take ? then the case is a probably it's double curved . case materials are we only have one button really we shouldn't be charged , we shouldn't be charged anything for the button supplements . our total is fifteen point five . by three euros over . that perhaps the project evaluation's just supposed to be completed by me . but i'd like to hear your thoughts . what did you think of our project process ? our leadership was quite weak in the beginning . but as the day went along we had more idea of what we were doing . and think it was interesting as you guys brought up more information and studies that we were right on with a lot of those things . i had some problem with the pen complete the final questionnaire and meeting summary . and i still have to do my minutes for the last meeting . there will probably be another questionnaire coming up . and then we'll have to check with the main boss whether we can , what goes on after that . ","The project manager opened the meeting and read the minutes of the previous meeting. The team found that, although the overall design of the prototype was attractive, its yellow color was ugly. The team rated the prototype highly on its ease of use and felt that its yellow color and shape detracted slightly from its ability to be misplaced and that a feature which causes the remote to make noise based on its proximity to a television needed to be added. The team thought the prototype was fashionable and not technologically innovative or spongy. The project manager led the team in calculating the production costs of the remote and ensuring that they aligned with the project budget. The costs were over budget, so the team opted to exclude the LCD from their design to meet their budget. The team conducted an evaluation of the project process and found that they performed well and were somewhat satisfied by the resources available to them. "
ES2016d.B,"plastic covered with rubber . it's a quick on off button . i'd say , when it comes to the ergonomics , the form and yes that's definitely more beautiful than your average . to answer that honestly i would rather say like we have not solved the problem completely with the ugly remote because the colour is ugly , definitely . much prefer something like brushed chrome with that form . it's very intuitive , that's a one . something that big and that yellow you just don't lose anymore . y you could add an extra feature actually . which makes this thing raise hell when you remove it too far from the television . that can't cost much . let's add one of those features and say yes . it's all just stolen technology when it comes down to it's not a one though . the recent fashion is rather displayed in the l_c_d_ and the way you operate it than the form and the colour , two . that's the advanced chip on print , plastic . that's not a special colour . it's a specially ugly colour , but it's not special . right . we may not need it . super . ","The industrial designer and user interface designer presented the prototype they created, which was designed to look like a banana. The team found that, although the overall design of the prototype was attractive, its yellow color was ugly. The team rated the prototype highly on its ease of use and felt that its yellow color and shape detracted slightly from its ability to be misplaced and that a feature which causes the remote to make noise based on its proximity to a television needed to be added. The team thought the prototype was fashionable and not technologically innovative or spongy. The project manager led the team in calculating the production costs of the remote and ensuring that they aligned with the project budget. The costs were over budget, so the team opted to exclude the LCD from their design to meet their budget. The team conducted an evaluation of the project process and found that they performed well and were somewhat satisfied by the resources available to them. "
ES2016d.C,"we st went with the colour yellow . working on the principle of a fruit which was mentioned , it's designed around a banana . these would be like the rubber , the rubber grips . but all the controlling would be done with this scroll wheel . and the simplest functions would be almost identical to an ipod , and then to access the more complicated functions you'd you sorta go , you press that and go through the menus . we could use the voice . it's as simple as you , we could make it really . t the actual thing might be smaller . we've brought it down to four controls most common , which are channel and volume . but if we were to , if we were , that , the speech recognition . that , we could just use that solely for the finding thing . what if we completely took out the one single button we've got on . i suppose the l_c_d_ c_ display's the one that's pushing it up a bit though . you could take out the l_c_d_ dis display even , think we did quite ","The industrial designer and user interface designer presented the prototype they created, which was designed to look like a banana. The team rated the prototype highly on its ease of use and felt that its yellow color and shape detracted slightly from its ability to be misplaced and that a feature which causes the remote to make noise based on its proximity to a television needed to be added. The costs were over budget, so the team opted to exclude the LCD from their design to meet their budget. The team conducted an evaluation of the project process and found that they performed well and were somewhat satisfied by the resources available to them. "
ES2016d.D,"you guys are gonna help me do an evaluation of the criteria . we're gonna be doing it based on a seven point scale . and one is going to mean true , that we did actually achieve that . with seven being false , we did not achieve that . for the first one , we need to decide , did we solved the problem of the users who complained about an ugly remote ? four is fair . did we make it simple for new users ? do the controls now match the operating behaviour of the users ? how about the problem of a remote being easily lost ? are we technologically innovative ? spongy material ? did we put the fashion in electronics ? i'd say we did . now we just gotta calculate . we'll say two point four two . minus your powerpoint fiasco . ","The marketing expert conducted an evaluation of the prototype. The team found that, although the overall design of the prototype was attractive, its yellow color was ugly. The team thought the prototype was fashionable and not technologically innovative or spongy. The team conducted an evaluation of the project process and found that they performed well and were somewhat satisfied by the resources available to them. "
IB4003.A,,
IB4003.B,,
IB4003.C,,
IB4003.D,,
IS1000a.A,"for us it's just like a normal whiteboard , but they'll be recording what we write down . it's a dog . a blue and black zebra . i'm marketing . anna . but we can't really design for something that hasn't been invented yet . but ninety percent of the time , ninety nine percent of the time , people will be using the main functions , the volume , the different channels , we can have all the fancy things as but the main controls need to be very obvious and very easy to use . ","They do some tool training by trying out the whiteboard, and each person draws his/her favorite animal on it. At this point they clarify their names and roles in the group and then resume talking about remote control functions. They discuss some functions such as a personal video recorder, but say it is probable that they cannot produce a fancy device given their budget. "
IS1000a.B,"we we will for anna , a few minutes . will try to get my presentation running . doesn't appear on the screen here . welcome at at the kick off meeting of our latest project . w we will try to structure this meeting with an a with an agenda as presented here . after the opening we will tr get acquainted to each other . see what our roles are in this project . we have been provided with some technical tools to to communicate and to learn from each other's plans w we will also try to to get acquainted to this tools then we will come to the to the actual project plan . you all hope how it's about the new r remote control we are going to design . then we will discuss and wh what what our new product should look lite like . this is about a new c remote control . when you design a new product you of you want it to be original . we want to be distinguished , people want to when they look at the shelf want to think , that's the product i need . it needs to be trendy . but then , it also should work user friendly the general outline of new project will be we first go through a functional design phase . you all get certain task in this phase and then we will meet again and discuss this functional design . and the same holds for the ph two phases after this , the conceptual design and after that a more detailed design in which the final project should get its definite shape . but first we will do some tool training . and we have here a white board . i've read it from my from some colleague that it should work with some toolbar . i didn't find out yet how it work , i i'm not fully updated about this shared folder now we will try out the white board we have here . i'm not really how this works , but anna , you can start . why don't you draw your favourite animal on th on the white board . that's definitely a cat . let's continue to to the real our project finance thing . when we are and when w you are going to design w we must keep in mind that the selling price of the product will be about twenty five euros , more interesting for our company p profit aim , about fifty million euro . to get at a international market also important for you all is the product production cost must be maximal twelve euro and fifty cents . when we are working on the international market , in principle it has enough customers and now just let have some discussion about what is a good remote control and keep in mind this first point , it has to be original , it has to be trendy , it has to be user friendly . someone can mention some additional prerequisites for a good remote control . i it should have the expected functionality of a remote control . a and i'm nanne . are there some other very important things to do the browse function , as you m mentioned . y you two should , think this over espec what , what functionality . keep k keep in mind i it's a twenty five euro unit , the very fancy we can leave that out , twenty five euro you expect a quite , normal but good functioning user friendly remote control . but ab about the spec the buttons , the buttons that will be on it . we can discuss that in the next meeting . would like to get this wrapped up now the basic things . just for the next meeting , you wor yes , work on a design , we will be still fle flexible with adding some functions . you will be working on technical function design , and you and think about requirements , does it need internet , or do we stay at basic television interface . and you will be informed via email and other communication . next meeting will be in in thirty minutes ","The meeting begins with the group trying to resolve some equipment issues and waiting for Anna's arrival. Then the project manager introduces the meeting by saying they have some technical tools with which to communicate so they will try to get acquainted with them first. He starts talking about the product they are to design, a remote control which should be original, trendy, and user-friendly. The general outline of the project will be the functional, conceptual, and detailed design. They do some tool training by trying out the whiteboard, and each person draws his/her favorite animal on it. The project manager proceeds to talk about the project finance, which is followed by a group discussion about what functions a good remote control has. At this point they clarify their names and roles in the group and then resume talking about remote control functions. They discuss some functions such as a personal video recorder, but say it is probable that they cannot produce a fancy device given their budget. The project manager closes the meeting by telling each group member what he/she will be working on. "
IS1000a.C,"you can put anywhere you want , actually . it's not a directional mic , anyway . alt f_ five . it's a horse . they have to sell at least four million to make a profit it should have a on off button . we are targ targeting the television set . you need to record the channels . you need to browse the channels in upward downward way , i'm matthew . and you'd need the usual ones , like the changing the volume , changing the channel today we have teletext and all those things . tomorrow you might have a some more functions personal video recorder and all those stuffs are coming up . we need some numbering buttons , some teletext things ","The meeting begins with the group trying to resolve some equipment issues and waiting for Anna's arrival. They do some tool training by trying out the whiteboard, and each person draws his/her favorite animal on it. The project manager proceeds to talk about the project finance, which is followed by a group discussion about what functions a good remote control has. This includes the basics such as on/off, channel up/down browsing, volume and record button(s). At this point they clarify their names and roles in the group and then resume talking about remote control functions. They discuss some functions such as a personal video recorder, but say it is probable that they cannot produce a fancy device given their budget. "
IS1000a.D,"can't help you with that . it's working . under documents in the shared folder . we'll have a shared folder with documents that we can share . each of us is going . shall i start ? it's a shark , and just before starting the detailed discussion , we are the marketing guy ? or and you are in the u use user interface design . and i'm the industrial designer mael . and first before designing the func thinking about the functionalities , we need to are the user requirements . the main is browsing . ","The meeting begins with the group trying to resolve some equipment issues and waiting for Anna's arrival. They do some tool training by trying out the whiteboard, and each person draws his/her favorite animal on it. At this point they clarify their names and roles in the group and then resume talking about remote control functions. They discuss some functions such as a personal video recorder, but say it is probable that they cannot produce a fancy device given their budget. "
IS1000b.A,"i c talk about it but i have no slides or anything . i've just been presented with some research we've done in a small focus group a hundred people , just asked them about their remote control usage habits and what they want in a remote control . i've just got a web page with some data on it . it's saying that users generally dislike the look and feel of their remote controls . seventy five u seventy five percent of users find most remote controls ugly . eighty percent of users would spend more money when a remote control would look fancy . current remote controls do not match the operating behaviour of the user . seventy five percent of users said they zap a lot , fifty percent of users say that they only use ten percent of the buttons , they've got a remote control with a lot of functionality but really most of the time they only use a small part of that . i have an a web page yes . there's a breakdown of how much they use the different functions on a rem remote control . power and volume selection are only used a few times within this per hour . channel selection is used a hundred and sixty eight times and then there's things like channel settings , audio settings , which are only used very infrequently . teletext is used fourteen times in the hour , it is used but not nearly as much as the channel selection is used . an interesting thing that this report has brought up is that fifty percent of users report that the remote control gets lost a lot of the time in the room , some way of locating the remote control would be very useful to a lot of users . thirty four percent said it takes too long to learn to use a remote control , they want something that's easier to use straight away , more intuitive perhaps . and thirty twenty six percent said remote controls are bad for r_s_i_ . i don't know how we'd go about combating that . and then it's got a demographic breakdown should be able to actually , if i email it to you now . one thing is interesting is talking about speech recognition in a remote control . and who would pay more for that and whether people would find it useful . that would not work you wanna have both options . this is now talking about who would pay for speech recognition in a remote control , who would pay more for it , ninety percent of the fifteen to twenty five year old market said that they would pay more , seventy six percent for twenty five to thirty five , thirty five percent for thirty five to forty five , twenty two percent for forty five to fifty five and then eight percent for fifty five to sixty five . it really depends where we're gonna be targeting this product , which we'll be talking about later another thing it's talking about there is the l_c_d_ screen but there's no figures on that . how would that work ? is it gonna be like a switch on the remote that says t use the t_v_ or use the v_c_r_ ? but i don't think we're trying to make a universal remote here . but taking the idea of getting inspiration from mobile phones is interesting , especially if we're going after a younger market , that's the the new and the funky things , there's lot there's lots of pretty mobile phones , how much longer have we got for the meeting we haven't talked about demographic we're trying to get people to buy a remote control wouldn't they already have a remote control with their television when they buy one ? it's only a low market , it's a cheap end remote control , we might we'll be able to beat them on th the look of it , th the design of it they're not just going to buy a new remote control just it looks pretty , they have to actually need it as but if people are buying a new remote control for functionality they'll buy a universal remote . i've got friends who've got many things they need a universal remote , we can't , with the price range . we're not building a universal remote , we're not building a high end product . if we're getting into universal remote territory , we're getting to l_c_d_ screens and things like that but if we're going for the say fifteen to twenty five age group then not many of them would actually own t_v_s to use a remote control on . i don't know really what the price range for remote controls is . are we gonna be at the very bottom of the price range , what i'd like from a universal remote is choosing between three devices , being able to switch between them , there may be stereo , v_c_r_ and t_v_ . and just be able to s use them all from the same remote , but not at the same time . ","The project manager opens the meeting and presents the agenda using slides. The marketing expert explains the research she read about, which is a study done on 100 people asking their remote usage habits and preferences. He suggests that in aiming for the next generation they should have a remote for the TV and video integrated together. They discuss and determine the target group as well as the possibility of making a universal remote for stereo, VCR, and TV. "
IS1000b.B,"i will present here agenda with slides to you . first just to mention i will take notes of this meeting i've also made notes of the previous meeting and was about to send them you but then had to go to this meeting yes . then i hope you all have worked out some some presentations about about you the task given to you in the previous meeting . w we will in a minute we will start with them . then i will bring in some new requirements i try to work them out , they were quite abstract , and we can have have com some discussion about it . about the functions in this meeting we should really try to reach a decision about the target group and the functionality of the yes yes w who are we going to to to sell this , and then we will close this meeting and after this meeting we'll we'll have a lunch . anna can you c do you have a presentations ? yes you can can just talk about it or you can use the whiteboard if necessary do you have this information on the web page you said ? mayb you can send an email to me later about this . it would be a solution for when your remote control is lost , when it has speech recognition then then it doesn't matter where it is , my it's we should be in range , or it can respond and produce sound , say where it is . i'm not whether we will we can make this for twelve euro fi and fifty cents . and why do you want these component ? are they cheap , or are they reliable ? what i w what i was thinking about the schema about the sender and the receiver , can you get back to it ? the receiver is already in the television we must adapt to the receiver . i suppose there is a standard way of communicating to televisions mael will consider this th these things . the hard disk recorders i've seen them in the shop . w we need to decide on in how far we go to in this . i have received some points of thinking over of my account manager first thing is teletext is a known feature of televisions but it's getting used less and less . that's especially because of the internet do we include it , and do we give it a prominent place on the on on the remote mot control itself . further yes we must think , do we stay to television only , the television as we all know it with broadcasting signals and you can't go back or do we go further as matthew indicated by supporting recording devices ? furthermore , w we need really need to interest younger customers and then with younger customers people below the age of forty , and our current customers are mainly forty plus younger people like trendy designs , that's w we should make our r_c_ as trendy as possible but it should also be have a reliable image , when it looks too spacey or too fancy people will think does it work ma you can draw it on the board we should now try to decide on our target group . our remote control has to be better . many people said in your research the appearance of the r_c_ is important when they are buying one your you think we should go for a more u universal high performance i don't know . i don't know whether that's necessary . because universal remote controls tend to be quite expensive . s we can try to go in between , and offer a product which is not as expensive and not as complicated because it has more it is in some kind universal . but w we're targeting on more on the twenty to forty group . people yes . who just have or already have a job and have the money but may not want to spend that much money on a universal control . when we think it over i thi we are trying to offer the a universal control for less money . then we decide on going to this more universal control . it is good when you try to find out which components you therefore need and y you will try to get more specific user interface content and you can look on what trends are in this in this type of market . we we can have lunch now . after lunch you have we have thirty minutes of work and then we have the next meeting . but you will be informed via the computer . ","The project manager opens the meeting and presents the agenda using slides. The marketing expert explains the research she read about, which is a study done on 100 people asking their remote usage habits and preferences. The Industrial Designer presents, explaining the basic function of a remote control and how it works. He suggests that in aiming for the next generation they should have a remote for the TV and video integrated together. The project manager recieves a message from account manager, which he shares with the group. They discuss and determine the target group as well as the possibility of making a universal remote for stereo, VCR, and TV. They close the meeting with the project manager telling each group member what they will do before the next meeting. "
IS1000b.C,"there is it's a very small vocabulary that you want to do the operations like you want to say on , off , one , two , twenty three , it's just you had to change the frequencies . but you should be careful , like a guy has recently designed a remote which could switch off any other t_v_s , through all the things . i'm going to talk a little bit about the technical function wha what actually it's about what is the user going to do , the idea is to send a message to the t_v_ set , and usually we it is easier to have keys or buttons and then changing a button will change the message which is being sent to the t_v_ as anna has said that this ki people are interested in things which are you don't need to k press the keys , people are can have a speech recognition but this is a question which will we have to see later . there are two kinds of remote if you popularly in the household , you have a standard t_v_ remote where you have just a on , off button and play , volume change and keys for the number and more than one digit option . and if you see righ right now even the one on more than one digit option is for two digit channel which is like ninety nine , but tomorrow you might have one fifty channels to browse or two hundred channels to browse who knows , this is the standard one with without any fancy thing like i it doesn't have teletext option , and then you have what's the v video remote file usually it has almost all the keys over there but it then it has other options like stop and then you play the movie or or fo fast forward the movie like that it has those personal preferences i would think of having a aim for the next generation thing where the we could have both the the f a t_v_ and the remote video remote control because some of the keys in the video's remote control and the t_v_ they could be integrated together you can have a key which could tell y it could go to the video thing in that case when it you use that the function should be able to take up the v_c_r_ option in few ye coming years you might even have a system where you have a separate sitting setup box suppose you are not able to watch some programme and actually it downloading all the time for you and you can just  when you come back you could just switch on that thing and watch a program . in that case you want to browse faster , browse slow , you want to have those functionalities . and you need the functionalities what you need in both video as as in the standard t_v_ thing . the presently the video market actually this demand , video over demand or what we call it as , it's presently booming up actually you want to watch a movie and your p your provider gives a list of movies , and then you select those list . right now if you take it you have like zero , one , two , three like a keys separately , but suppose if you take the present trend of mobile phones there are like big thick keys you press on the top , it takes one number , you press on the bottom it takes another number , that you don't see two separate keys there actually you have presently keys like one , two , three like this , actually , and four five six like that and you can have keys like this in form like keys like that you can have keys like which are like we don't change the original order of them the keys can be it looks not very much cluttered it's fine with me like the price as long as it is not too expensive . and you can look to the standards of other you can also browse through all the standards where are the limit of standards for all of them and you can just browse through them . and we'll i'm we'll up something good ","The marketing expert explains the research she read about, which is a study done on 100 people asking their remote usage habits and preferences. The Industrial Designer presents, explaining the basic function of a remote control and how it works. The Interface Designer gives his presentation, talking about the remote's technical function of sending a message to the TV set that is decoded by the TV. Standard TV remotes have an on/off button, play, volume change, number keypad, and a 1 or 2 digit option. He suggests that in aiming for the next generation they should have a remote for the TV and video integrated together. They discuss and determine the target group as well as the possibility of making a universal remote for stereo, VCR, and TV. They close the meeting with the project manager telling each group member what they will do before the next meeting. "
IS1000b.D,"you are the secretary also . the social target group who we wants to target ? you cannot put this webpage online on the these numbers have to be taken into account for the both user interface and functional design . and we need to select to constraint our design based on what is more important . it would be all based on speech . interesting idea . and we don't know where the state of the art of speech recognition is , but it's quite noisy if there is the t_v_ shouting . as everybody knows i'm the industrial designer . and in this presentation this group presentation is gonna focus on the working design of the remote control . i'd like first to give a quick a very simple introduction , how does it work , the basic function of a remote control is to send messages to another system that is fixed . an energy source feeds an integrated circuit , the chip , that can compose messages , usually through a infrared bit and the user interface controls the chip and accordingly the messages , the main point is that i would wish to make a really functional product . i would prefer to have very functional capabilities rather than fancy that is not used and doesn't work . as it's important to take into account the user requirements from the marketing expert anna we should agree on what are the technical functions for this remote control and i show you the working design . we want an on off button , it's simple but it's important , and also the to both channels as as other buttons that come after , the components i quickly draw here , in this part you have the remote control the sender and on the other part the receiver my aim would be to design the and choose the chips and the infrared components to build the remote control we need energy sources and the receiver a receiver . what i have found and after a lot of work actually i draw this i draw for you this schema and that's it won't go into details about that but these are my preferences to use that components . and th you have always a compromise with reliability and if it's expensive , this one also really reliable that's it for the working design , we will use infrared protocol using infrared and we need to adapt to that protocol that already exists but we what we can do is adapting the chips inside to the best chips and infrared bubbles . we should take that into account these are next generation functionalities . we have twelve point five euros per r_ s r_c_ now that chips are very cheaps and we can include it in our control some new features . because we have to take into account that we are gonna b we are gonna sell four aro around four million and if we want to get the market , we really need that . ","The project manager opens the meeting and presents the agenda using slides. The marketing expert explains the research she read about, which is a study done on 100 people asking their remote usage habits and preferences. The Industrial Designer presents, explaining the basic function of a remote control and how it works. He says they should first agree on the technical functions before he creates working design and chooses the chips and infrared components to build it. He suggests that in aiming for the next generation they should have a remote for the TV and video integrated together. They discuss and determine the target group as well as the possibility of making a universal remote for stereo, VCR, and TV. "
IS1000c.A,"this is just a presentation on the trends that we're gonna use to make the product stand out from the rest of the products out there at the moment . we have to work out a way what we can do with our product to make it stand out and make it people wanna buy it . we used some focus group surveys and some research on the current design and fashion trends that are out there at the moment the important aspects that came out were things that we've already discussed really . the most important by far was the look and feel of it . it needs to be something that's very different from everything else out there . it needs to stand out . it needs to be not functional like the rest of the things out there at the moment . we need to have something that looks interesting , that looks exciting , that will stand out . that was twice as i important as the next item on here which is that it has to be technologically innovative people have to then think about it and say got something there that i want . that's a really feature , third on the list , innovative was twice as important as this last aspect , it has to be easy to use . they have to be able to look at it and have some intuitive idea of how to use it drawing on the fashion trends at the moment , fruit and vegetables this is talking about just the feel of it , probably not the smell of it , but the bright colours , eye catching , really bold designs , and a spongy feel . had a talk to the design people about this , but having a remote that's tactile , that feels different , that would be really spongy is the current thing . spongy is the current texture , but there are no reports no remotes at the moment which are spongy or tactile if we make it like furry or soft that'll be something that sets it apart , rather than just bare plastic which they all are at the moment . going with the fruit and vegetable idea , we've got the bright colours , makes it stand out , the oranges and the bright yellows and the florescent colours , part of the fruit and vegetables going back to the idea of taking inspiration from mobile phones , a lot of them have the changeable covers , they can choose what colour the outside is . textured feel we just talked about . if it's part of the changeable covers then may they can choose a different texture , a spongy one or a soft one like that . still taking the inspiration from the mobile phone design functionality , the way the mobile phones work , the way the keypad looks . we talked about having a way of finding a remote control if it's been lost , there are other aspects like l_c_d_ screens and speech recognition which weren't i don't think , in my personal opinion , gonna be worth the extra expense and the extra effort that will go into them . we're better doing something basic like this and very will be a really feature to put in . we just , the basic idea of having your core functions big and at the top by themselves , and then th the finer details of buttons you don't use as much either hidden away or completely separate . we can afford to have two or three different designs at least . i like the idea though of having speech recognition for like the n the name of a channel like b_b_c_ , rather than having to remember the number of it on the keypad . ten channels , at the most . but a coffee machine , there's not too many words they'd be using with that it's a small vocabulary . you can have it it's easy they can pick it up and use it straight away without doing anythi without customizing it , or if they want to they have the option of using these extra features . i like the idea too of being able to use the remote in the dark , either having the buttons you can feel the difference between them or if they light up we need specific costings then . do two designs and then cost them out and see which one is gonna fit in our budget better . one i've had before , a r remote control we have at home is one that's actually got a cover on the bottom the bottom bit is just , covers half the keys most of the time , can we think about having a non recta non rectangular one , with not just the straight little box we might be out of time for this meeting . is there anything else i need to do from a marketing point of view for the next meeting ? is this me designing a way to evaluate it ","Matthew arrives late and the marketing expert begins her presentation about trends. She emphasizes that the remote needs to be exciting, contain a cool feature, and be somewhat intuitive. She reports that currently fruits and vegetables are fashionable- thus bright eye-catching colors, bold designs, and a spongy feel is appropriate. She lists ideas such as changable covers, a locator, speech recognition, and LCD screens. He likes the idea of implenting speech recognition into a universal remote. The industrial specialist presents, talking about how a remote typically has different keys, structures and forms. The industrial designer presents about remote control components and the manufacturing process, listing options such as various buttons, scroll wheels, integrated push buttons like those in a computer mouse, and LCDs.  They discuss the project budget and the possibility of using an expensive chip. They decide to make two designs, one more advanced than the other. The project manager closes the meeting by telling each group member what his/her tasks will be until the next meeting. "
