meeting,original,extractive,abstractive
Bro004.A,"'m zero . did you fix something ? is it written on her sheet , i believe . but , channel how about over th from the front of the room ? do if it 's trained only on data from just that task , that language ?   what 's th in the three languages is not digits , it 's the broad data .  and remind me , the multilingual is just the broad data . right ? it 's not the digits . it 's the combination of two things there . it 's removing the task specific training and it 's adding other languages .  already , right right . they were building here ?  one point four ? it 's an additional thirty percent . task data . it 's multilingual .  go ahead . while you 're gone i 'll ask s some of my questions .  the what was this number forty or it was roughly the same as this one , he said ? when you had the two language versus the three language ? that 's where he removed english , right ?   i wonder were all three of these nets using the same output ? this multi language labelling ?  this would from this you would say , "" it doesn't really matter if we put finnish into the training of the neural net , if there 's gonna be , finnish in the test data . "" right ?    that would be interesting . did you do different languages from digits ? digits on another language ? the upper part is training ti digits ?  where is the baseline for the ti digits located in here ?    i see . gotcha . multi french , multi spanish can i ask something real quick ? in the upper part in the english it looks like the very best number is sixty point nine ? and that 's in the the third section in the upper part under plp jrasta , the middle column ? i is that a noisy condition ? that 's matched training ? is that what that is ? why do you get your best number in wouldn't you get your best number in the clean case ?   these are not  alright , i see .  and then in the in the non mismatched clean case , your best one was under mfcc ? that sixty one point four ? this upper third ? that 's still noisy ?   i see . where is that ? seventy nine , fifty see , they have one output . they s they say in here that the vad is not used as an additional feature . does anybody know how they 're using it ? but that   it 's i don't understand . it 's throwing out frames ? before   that 's what i was just gonna ask . how can you just throw out frames ?    ",it 's the broad data . ,"There have been four types of test, in which the training data
varies, and a variety of input features have been tried. "
Bro004.A,"in the text they say that this is a tentative block diagram of a possible configuration we could think of . that sounds like they 're not doing that yet .  i 'm just wondering what exactly did they do up in this table if it wasn't this .  plus it 's gonna introduce delays .   when they removed the silence frames , did they insert some marker that the recognizer knows it 's knows when it 's time to back trace right . they 're just inserting some nummy frames    some constant vector .  i w that 's right . but something that what is something that is very distinguishable from speech . that the silence model in htk will always pick it up .   cuz you gotta do something . otherwise , if it 's just a bunch of speech , stuck together  right .  they have a thing for doing that and th they have for awhile , in h t and you can parallelize the training . and run it on several machines and it just keeps counts . and there 's something a final thing that you run and it accumulates all the counts together . i don't what their scripts are set up to do for the aurora but ",,
Bro004.B,"  unprecedented . you think that 's you ?    guess we are gonna do the digits at the end .  that 's the mike number there , mike number five , and channel four . this is you .  and i 'm channel two or channel i 'm channel must be channel one . channel one ? yes ,  also copied the results that we all got in the mail from from ogi and we 'll go through them also . where are we on our runs ? excuse me .   our there 's a we 're pausing for a photo we 're pausing for a photo opportunity here .    he 's facing this way . what ? this would be a good section for our silence detection .  you were saying about the training data  how clearly it 's gonna be good then but the question is how much worse is it if you have broad data ? my assump from what i saw from the earlier results , guess last week , was that if you trained on one language and tested on another , say , that the results were relatively poor . but the question is if you train on one language but you have a broad coverage and then test in another , does that is that improve things i c in comparison ? no , no . different lang if you train on ti digits and test on italian digits , you do poorly , let 's say . i don't have the numbers in front of me , 'm just imagining . e you didn't train on timit and test on italian digits , say ?  w which in it has three languages . that 's including the w the the one that it 's right .  that is what i wanted to know . wasn't saying it very relative . right . ab about how much ? twenty percent further ? yes . and it 's something like one point three of the i if you compare everything to the first case at the baseline , you get something like one point one for the using the same language but a different task , and something like one point three for three languages broad i i 'm i meant something different by baseline let me  fine . let 's use the conventional meaning of baseline . i by baseline here i meant using the task specific data . but because that 's what you were just doing with this ten percent . was just trying to understand that . if we call a factor of w just one , just normalized to one , the word error rate that you have for using ti digits as training and ti digits as test , different words , i 'm but the same task and on . ",where are we on our runs ? that 's including the w the the one that it 's ,"The meeting was dominated by a discussion of the first results coming
in. There have been four types of test, in which the training data
varies, and a variety of input features have been tried. "
Bro004.B,"if we call that "" one "" , then what you 're saying is that the word error rate for the same language but using different training data than you 're testing on , say timit and forth , it 's one point one . right . and if it 's you do go to three languages including the english , it 's something like one point three . that 's what you were just saying ,  and if you exclude english , from this combination , what 's that ? aha ! that 's interesting . that 's interesting . do you see ? because no , that 's important . what it 's saying here is just that "" yes , there is a reduction in performance , when you don't have the s when you don't have minute , th the no , actually it 's interesting . it 's when you go to a different task , there 's actually not different . it 's when you went to these what 's the difference between two and three ? between the one point one case and the one point four case ? i 'm confused . cuz in both of those cases , you don't have the same task . is the training data for the for this one point four case does it include the training data for the one point one case ? how m how much bigger is it ? it 's two times , but it includes the broad english data . and the broad english data is what you got this one point one with . that 's timit right ? it 's band limited timit . this is all eight kilohertz sampling . you have band limited timit , gave you almost as good as a result as using ti digits on a ti digits test .  and but , when you add in more training data but keep the neural net the same size , it performs worse on the ti digits . now all of this is noisy ti digits , i assume ? both training and test ?    we may just need to mean it 's interesting that h going to a different task didn't seem to hurt us that much , and going to a different language it doesn't seem to matter the difference between three and four is not particularly great , that means that whether you have the language in or not is not such a big deal . it sounds like we may need to have more of things that are similar to a target language or you have the same number of parameters in the neural net , you haven't increased the size of the neural net , and there 's just not enough complexity to it to represent the variab increased variability in the training set . that could be . what about ",,
Bro004.B,"these are results with th that you 're describing now , that they are pretty similar for the different features or   i have a suggestion , actually , even though it 'll delay us slightly , would you mind running into the other room and making copies of this ? cuz we 're all if we c if we could look at it , while we 're talking , it 'd be i 'll sing a song or dance while you do it , too .   this way and just slightly to the left ,   that 's what he was saying . right .  but i it sounds like that 's interesting because it seems like what it 's saying is not much that you got hurt because you didn't have much representation of english , because in the other case you don't get hurt any more , at least when it seemed like it might simply be a case that you have something that is just much more diverse , but you have the same number of parameters representing it . it 's it sounds we have to be careful , cuz we haven't gotten a good result yet . and comparing different bad results can be tricky . but it does suggest that it 's not much cross language as cross type of speech . it 's it 's but we did  the other thing i was asking him , though , is that that in the case  you do have to be careful because of com compounded results . we got some earlier results in which you trained on one language and tested on another and you didn't have three , but you just had one language . you trained on one type of digits and tested on another . didn wasn't there something of that ? where you , say , trained on spanish and tested on ti digits , or the other way around ? something like that ? there was something like that , that he showed me last week . we 'll have to till we get this may have been what i was asking before , stephane , but , wasn't there something that you did , where you trained on one language and tested on another ? no mixture but just we 've never just trained on one lang  but we 've done a bunch of things where we just trained on one language . right ? you haven't done all your tests on multiple languages . see , you showed me something like that last week . you had a little what wha what 's the this chart this table that we 're looking at is show is all testing for ti digits , or ?   what was is that i what was it that you had done last week when you showed do you remember ? wh when you showed me the your table last week ? this is word error rate , high number is bad . if we take  ",,
Bro004.B,"let 's see plp with on line normalization and delta del that 's this thing you have circled here in the second column , and "" multi english "" refers to what ? right . i 'm i missed that . what 's mf , ms and me ?  it 's broader vocabulary . then and  think what i 'm what i saw in your smaller chart that i was thinking of was there were some numbers i saw , that included these multiple languages and it and i was seeing that it got worse . that was all it was . you had some very limited results that at that point which showed having in these other languages . it might have been just this last category , having two languages broad that were where english was removed . that was cross language and the result was quite poor . what i we hadn't seen yet was that if you added in the english , it 's still poor . now , what 's the noise condition of the training data this is what you were explaining . the noise condition is the same it 's the same aurora noises in all these cases for the training . there 's not a statistical sta a strong st statistically different noise characteristic between the training and test and yet we 're seeing some effect right . there 's some an effect from having these this broader coverage  now what we should try doing with this is try testing these on u this same thing on you probably must have this lined up to do . to try the same t with the exact same training , do testing on the other languages . on  minute . you have this here , for the italian . that 's right .    let 's see . is there any difference in it 's in the you 're saying that when you train on english and and test on no , you don't have training on english testing in what ? and the noise is different in th do we have any test sets in any other language that have the same noise as in the aurora ?   this will take some looking at , thinking about . but , what is what is currently running , that 's i that just filling in the holes here or ?   it 's just sitting right on the the column line .  yes . yes . do what was wrong with the on line normalization , or ?  yes .   right . right .     right . right . but that given the pressure of time we probably want to draw because of that especially , we wanna draw some conclusions from this , do some reductions in what we 're looking at , and make some strong decisions for what we 're gonna do testing on before next week . ","now , what 's the noise condition of the training data the noise condition is the same there 's not a statistical sta a strong st statistically different noise characteristic between the training and test but that given the pressure of time we probably want to draw because of that especially , we wanna draw some conclusions from this , and make some strong decisions for what we 're gonna do testing on before next week . ","The process
and results were explained to the group, the implications of the
results discussed, and plans for moving forward were made. "
Bro004.B,"do you are you w did you have something going on , on the side , with multi band or on this , or ?   i di it 's a trade off , right ? any anyway go ahead .  you could make the same argument , it 'd be just as legitimate , for hybrid systems as right . and th things get better with context dependent versions . right ?  but it 's still true that what you 're doing is you 're ignoring you 're coming up with something to represent , whether it 's a distribution , probability distribution or features , you 're coming up with a set of variables that are representing things that vary w over context . and you 're putting it all together , ignoring the differences in context . that 's true for the hybrid system , it 's true for a tandem system . for that reason , when you in a hybrid system , when you incorporate context one way or another , you do get better scores .  but i it 's a big deal to get that . i 'm and once you the other thing is that once you represent start representing more and more context it is much more specific to a particular task in language . the acoustics associated with particular context , you may have some kinds of contexts that will never occur in one language and will occur frequently in the other , the qu the issue of getting enough training for a particular context becomes harder . we already actually don't have a huge amount of training data  right . almost . but it does give a distribution . it 's and it is true that if there 's two phones that are very similar , that the i it may prefer one but it will give a reasonably high value to the other , too . no , but it would still be even more of a binary decision . it 'd be even more of one . because then you would say that in that this phone in this context is a one , but the same phone in a slightly different context is a zero . that would be even more distinct of a binary decision . i actually would have thought you 'd wanna go the other way and have fewer classes . the thing i was arguing for before , but again which i don't think we have time to try , is something in which you would modify the code you could train to have several outputs on and use articulatory features cuz then that would go that would be much broader and cover many different situations . but if you go to very fine categories , it 's very binary .  true .   it 's it 's an interesting thought . we could disagree about it at length but the real thing is if you 're interested in it you 'll probably try it ","and once you the other thing is that once you represent start representing more and more context it is much more specific to a particular task in language . you may have some kinds of contexts that will never occur in one language and will occur frequently in the other , the issue of getting enough training for a particular context becomes harder . we already actually don't have a huge amount of training data but it would still be even more of a binary decision . that would be even more distinct of a binary decision . we could disagree about it at length but the real thing is if you 're interested in it you 'll probably try it ",
Bro004.B,"and we 'll see . but what i 'm more concerned with now , as an operational level , is what do we do in four or five days ? and we have to be concerned with are we gonna look at any combinations of things , once the nets get retrained you have this problem out of it . are we going to look at multi band ? are we gonna look at combinations of things ? what questions are we gonna ask , now that , we should probably turn shortly to this o g i note . how are we going to combine with what they 've been focusing on ? we haven't been doing any of the l d a rasta thing . and they , although they don't talk about it in this note , there 's the issue of the mu law business versus the logarithm ,  what i what is going on right now ? what 's right you 've got nets retraining , are there is there are there any h t k trainings testings going on ? the combination , i see . msg and plp . and is this with the revised on line normalization ? old one . it 's using all the nets for that but again we have the hope that it it 's not making too much difference , but   what you do just wanna understand you have two net or three nets ? was this ? how many nets do you have ? no nets . right . but i didn't understand the software currently just has allows for the one hot output . you 're having multiple nets and combining them , or ? how are you coming up with if you say if you have a place characteristic and a manner characteristic , how do you it 's just one net . i see . i see , you 're going the other way of what you were saying a bit ago instead of   but you think if you include that plus the other features , again then we have these broad classes and somewhat broad . it 's twenty seven instead of sixty four , and you have the original features . which are plp , and then just to remind me , all of that goes into that all of that is transformed by k kl or ? right . no ,  i see . there 's a question of whether you would right . whether you would transform together or just one .  might wanna try it both ways . but that 's interesting . that 's something that you 're you haven't trained yet but are preparing to train , and   think hynek will be here monday . monday or tuesday .  think , we need to choose the experiments carefully , we can get key questions answered before then and leave other ones aside even if it leaves incomplete tables someplace , it 's really time to choose . ","and we 'll see . are there is there are there any h t k trainings testings going on ? but you think if you include that plus the other features , and then just to remind me , all of that goes into that all of that is transformed by k kl or ? there 's a question of whether you would whether you would transform together or just one . might wanna try it both ways . think hynek will be here monday . think , we need to choose the experiments carefully , we can get key questions answered before then ",
Bro004.B,"let me pass this out , these are did i interrupt you ? were there other things that you wanted to we have lots of them . something i asked they 're doing the vad they mean voice activity detection again , it 's the silence they 've just trained up a net which has two outputs , i believe . asked hynek whether i haven't talked to sunil i asked hynek whether they compared that to just taking the nets we already had and summing up the probabilities . to get the speech voice activity detection , or else just using the silence , if there 's only one silence output . and , he didn't think they had , but on the other hand , they can get by with a smaller net and sometimes you don't run the other , there 's a computational advantage to having a separate net , anyway . their the results look pretty good . not uniformly . there 's a an example or two that you can find , where it made it slightly worse , but in all but a couple examples .  i 'm i don't understand your question . it 's on training . no . yes . yes , i don't know . that 's that 's a very good question , then now that it i understand it . it 's  where does the lda come from ? "" in the in earlier experiments , they had taken lda from a completely different database , right ? that 's a good question . where does it come from ? i don't know . but to tell you the truth , i wasn't actually looking at the lda much when i was looking at it i was mostly thinking about the vad . and it ap it ap what does asp ? that 's it says "" baseline asp "" . anybody know any cuz there 's "" baseline aurora "" above it . and it 's this is mostly better than baseline , although in some cases it 's a little worse , in a couple cases . it says what it is . but i don't how that 's different from this was this is the same point we were at when we were up in oregon .  shouldn't it be what they 're doing here is , i if you look down at the block diagram , they estimate they get a they get an estimate of whether it 's speech or silence , and then they have a median filter of it . and they 're trying to find stretches . the median filter is enforcing a i it having some continuity . you find stretches where the combination of the frame wise vad and the median filter say that there 's a stretch of silence . and then it 's going through and just throwing the data away . right ?  it 's throwing out chunks of frames , ","they 're doing the vad they mean voice activity detection again , it 's the silence their the results look pretty good . ","There was also discussion of some of the work being conducted by
research partners OGI, including how the two groups should best work
together. "
Bro004.B,"there 's the median filter is enforcing that it 's not gonna be single cases of frames , or isolated frames . it 's throwing out frames and what i don't understand is how they 're doing this with h t this is  you can , right ? you it stretches again . for single frames it would be pretty hard . but if you say speech starts here , speech ends there . right ?  mean in the i in the decoding , you 're saying that we 're gonna decode from here to here . they 're they 're treating it , like it 's not isolated word , but connected , the no they have numbers though , right ? think they 're doing something like that . that they 're what by tha that is they 're trying to come up with a block diagram that 's plausible for the standard . in other words , it 's from the point of view of reducing the number of bits you have to transmit it 's not a bad idea to detect silence anyway .  but it 's it 's that 's that 's i certainly it would be tricky about it intrans in transmitting voice , for listening to , is that these kinds of things cut speech off a lot . right ? and it does introduce delays but they 're claiming that it 's within the boundaries of it . and the lda introduces delays , and b what he 's suggesting this here is a parallel path that it doesn't introduce any more delay . i it introduces two hundred milliseconds of delay but at the same time the lda down here i don't know wh what 's the difference between tlda and slda ?  you would know that . the temporal lda does include the same that he by saying this is a b a tentative block di diagram means if you construct it this way , this delay would work in that way and then it 'd be they clearly did actually remove silent sections in order because they got these word error rate results . think that it 's to do that in this because it 's gonna give a better word error result and therefore will help within an evaluation . whereas to whether this would actually be in a final standard , i don't know . as part of the problem with evaluation right now is that the word models are pretty bad and nobody wants has approached improving them . it 's possible that a lot of the problems with many insertions and forth would go away if they were better word models to begin with . this might just be a temporary thing . but , on the other hand , and it 's a decent idea . the question we 're gonna wanna go through next week when hynek shows up is given that we 've been if you look at what we 've been trying , ",think that it 's to do that in this because it 's gonna give a better word error result and therefore will help within an evaluation . as part of the problem with evaluation right now is that the word models are pretty bad and nobody wants has approached improving them . the question we 're gonna wanna go through next week when hynek shows up is given that we 've been ,"There was also discussion of some of the work being conducted by
research partners OGI, including how the two groups should best work
together. "
Bro004.B,"we 're looking at by then combinations of features and multi band and we 've been looking at cross language , cross task issues . and they 've been not much looking at the cross task multiple language issues . but they 've been looking at at these issues . at the on line normalization and the voice activity detection . and when he comes here we 're gonna have to start deciding about what do we choose from what we 've looked at to blend with some group of things in what they 've looked at and once we choose that , how do we split up the effort ? because we still have even once we choose , we 've still got another month or there 's holidays in the way , but think the evaluation data comes january thirty first there 's still a fair amount of time to do things together it 's just that they probably should be somewhat more coherent between the two sites in that amount of time . see they , they 're i don't know the specifics of how they 're doing it . they 're getting around the way the recognizer works because they 're not allowed to change the scripts for the recognizer , i believe .  that 's what i had thought . but i don't think they are . that 's what the way i had imagined would happen is that on the other side ,  you p put some low level noise probably don't want all zeros . most recognizers don't like zeros but put some epsilon in or some rand  epsilon random variable in not a constant but it doesn't , don't like to divide by the variance of that , but it 's   that 's what they would do . or else , there is some indicator to tell it to start and stop , i don't know . but whatever they did , they have to play within the rules of this specific evaluation . we c we can find out . no they 're it would do badly and it didn't badly , right ? they did something .   think this brings me up to date a bit . it hopefully brings other people up to date a bit . and wanna look at these numbers off line a little bit and think about it and talk with everybody outside of this meeting . but no it sounds like there are the usual number of little problems and bugs and forth but it sounds like they 're getting ironed out . and now we 're seem to be in a position to actually look at and compare things . think that 's pretty good . don't the one of the things i wonder about , coming back to the first results you talked about , is how much , things could be helped by more parameters . ","we 're looking at by then combinations of features and multi band and we 've been looking at cross language , cross task issues . but they 've been looking at at these issues . at the on line normalization and the voice activity detection . and when he comes here we 're gonna have to start deciding about what do we choose from what we 've looked at to blend with some group of things in what they 've looked at and once we choose that , how do we split up the effort ? ","There was also discussion of some of the work being conducted by
research partners OGI, including how the two groups should best work
together. "
Bro004.B,"and how many more parameters we can afford to have , in terms of the computational limits . because anyway when we go to twice as much data and have the same number of parameters , particularly when it 's twice as much data and it 's quite diverse , i wonder if having twice as many parameters would help . just have a bigger hidden layer . but i doubt it would help by forty per cent . but just curious . how are we doing on the resources ? disk , and  computation ? we   are were you folks using gin ? that 's a that just died ,  no ? that 's good .  we 're gonna get a replacement server that 'll be a faster server , actually . that 'll be it 's a seven hundred fifty megahertz sun but it won't be installed for a little while . u go ahead . we have the little tiny ibm machine that might someday grow up to be a big ibm machine . it 's got s slots for eight , ibm was donating five , we only got two far , processors . we had originally hoped we were getting eight hundred megahertz processors . they ended up being five fifty . instead of having eight processors that were eight hundred megahertz , we ended up with two that are five hundred and fifty megahertz . and more are supposed to come soon and there 's only a moderate amount of dat of memory . don't think anybody has been sufficiently excited by it to spend much time with it , but hopefully , they 'll get us some more parts , soon and that 'll be once we get it populated , that 'll be a machine . we will ultimately get eight processors in there . and amount of memory . it 'll be a pr pretty fast linux machine .   you can check with dave johnson . it 's the machine is just sitting there . and it does have two processors ,  and somebody could do check out the multi threading libraries . and it 's possible that the the prudent thing to do would be for somebody to do the work on getting our code running on that machine with two processors even though there aren't five or eight . there 's there 's gonna be debugging hassles and then we 'd be set for when we did have five or eight , to have it really be useful . but . notice how i said somebody and turned my head your direction . that 's one thing you don't get in these recordings . you don't get the visuals but yes . isn't that right ? you 're held up by both , right ? if the neural net trainings were a hundred times faster you still wouldn't be anything running through these a hundred times faster because you 'd be stuck by the htk trainings , right ? ","we have the little tiny ibm machine that might someday grow up to be a big ibm machine . it 's got s slots for eight , we only got two far , you can check with dave johnson . and somebody could do check out the multi threading libraries . the prudent thing to do would be for somebody to do the work on getting our code running on that machine with two processors even though there aren't five or eight . there 's there 's gonna be debugging hassles and then we 'd be set for when we did have five or eight , to have it really be useful . but . notice how i said somebody and turned my head your direction . that 's one thing you don't get in these recordings . ",The group also briefly touched upon resource issues. 
Bro004.B,"but if the htk they 're both it sounded like they were roughly equal ? is that about right ?  probably the neural net cuz it 's probably it 's i don't know . they both htk we use for this aurora it 's not clear yet what we 're gonna use for trainings  there 's the trainings is it the training that takes the time , or the decoding ? is it about equal between the two ? for aurora ? for for the aurora ?   i don't know how we can i don't know how to do we have htk source ? is that  you would think that would fairly trivially the training would , anyway , th the testing don't think would parallelize all that but that you could certainly do d distributed , no , it 's the each individual sentence is pretty tricky to parallelize . but you could split up the sentences in a test set .  aha ! i see . something that we haven't really settled on yet is other than this aurora what do we do , large vocabulary training slash testing for tandem systems . cuz we hadn't really done much with tandem systems for larger cuz we had this one collaboration with cmu and we used sphinx . we 're also gonna be collaborating with sri and we have their have theirs . don't know think the advantage of going with the neural net thing is that we 're gonna use the neural net trainings , no matter what , for a lot of the things we 're doing , whereas , w exactly which gaussian mixture based thing we use is gonna depend with that , we should go to our digit recitation task . and , it 's about eleven fifty . canned . start over here . great , could you give adam a call . tell him to he 's at two nine seven .  we can @ @ herve 's coming tomorrow , right ? herve will be giving a talk , talk at eleven . did did everybody sign these consent er everybody has everyone signed a consent form before , on previous meetings ? you don't have to do it again each time yes . microphones off ",probably the neural net ,
Bro004.C,"i don't hello , hello , hello . hello . hello , hello . aaa aaa .  that 's me . channel two . two . ooo . 'm channel two . chicken on the grill . try that corner . it 's longer . get out of the   these numbers are ratio to baseline ? ratio . it 's relative to the baseline mismatching   asp .  there it is .  it says baseline asp is twenty three mill minus thirteen . from the baseline .   temporal and spectral .  tonic . ",,
Bro004.D,"channel three ,   mike four . we as i was already said , we mainly focused on four features . the plp , the plp with jrasta , the msg , and the mfcc from the baseline aurora . and we focused for the test part on the english and the italian . we 've trained several neural networks on on the ti digits english and on the italian data and also on the broad english french and spanish databases . there 's our result tables here , for the tandem approach , and actually what we @ @ observed is that if the network is trained on the task data it works pretty  if the network is trained on the task data tandem works pretty and actually we have results are similar only on ,  just that task . but actually we didn't train network on both types of data phonetically ba phonetically balanced data and task data . we only did either task data or broad data .    if we use the same language ?  but but i did not do that . we no , we did four testing , actually . the first testing is with task data with nets trained on task data . for italian on the italian speech @ @ . the second test is trained on a single language with broad database , but the same language as the t task data . but for italian we choose spanish which we assume is close to italian . the third test is by using , the three language database and the fourth is this includes  but not digits . it 's  and the fourth test is excluding from these three languages the language that is the task language .   for ti digits for ins example when we go from ti digits training to timit training we lose around ten percent , the error rate increase u of ten percent , relative . this is not bad . and then when we jump to the multilingual data it 's it become worse and , around let 's say , twenty perc twenty percent further .   twenty to thirty percent further .    but the first step is al already removing the task s specific from  and we lose  when it 's trained on the multilingual broad data or number  the ratio of our error rates with the baseline error rate is around one point one .  no no . same language we are at for at english at o point eight . it improves , compared to the baseline . but  le let me . tas task data we are u    the f        it 's around one point one .  ye more actually . if i what would you say ? around one point four  if we exclude english , there is not much difference with the data with english .     the only difference it 's is that it 's multilingual     a part of it ,  it 's two times , actually ?  ","we as i was already said , we mainly focused on four features . the plp , the plp with jrasta , the msg , and the mfcc from the baseline aurora . and we focused for the test part on the english and the italian . we 've trained several neural networks on on the ti digits english and on the italian data and also on the broad english french and spanish databases . and actually what we @ @ observed is that if the network is trained on the task data it works pretty but actually we didn't train network on both types of data we only did either task data or broad data . the first testing is with task data the second test is trained on a single language with broad database , but the same language as the t task data . but for italian we choose spanish which we assume is close to italian . the third test is by using , the three language database  and the fourth test is excluding from these three languages the language that is the task language . example when we go from ti digits training to timit training we lose around ten percent , the error rate increase u of ten percent , relative . and then when we jump to the multilingual data it 's it become worse twenty to thirty percent further . ","The meeting was dominated by a discussion of the first results coming
in. The process
and results were explained to the group, the implications of the
results discussed, and plans for moving forward were made. There have been four types of test, in which the training data
varies, and a variety of input features have been tried. "
Bro004.D,"the english data no , the multilingual databases are two times the broad english data . we just wanted to keep this , w not too huge .   do you       let me check .  this was for the plp , the  for the plp with jrasta the we this is quite the same tendency , with a slight increase of the error rate , if we go to timit . and then it 's it gets worse with the multilingual .  there is a difference actually with b between plp and jrasta is that jrasta seems to perform better with the highly mismatched condition but slightly worse for the matched condition .    no . training on a single language , and testing on the other one ? no . the only task that 's similar to this is the training on two languages , and that no . either thi this is test with the same language but from the broad data , or it 's test with different languages also from the broad data , excluding the it 's three or three and four . no . training digits on one language and using the net to recognize on the other ? no . no , i don't think  you have two parts . the upper part is for ti digits and it 's divided in three rows of four rows each . and the first four rows is matched , then the s the second group of four rows is mismatched , and finally highly mismatched . and then the lower part is for italian and it 's the same thing . it 's the htk results , it 's htk training testings with different features and what appears in the left column is the networks that are used for doing this .  it was part of these results .   the htk aurora baseline ? it 's the one hundred number . it 's , all these numbers are the ratio with respect to the baseline . this is a word error rate ratio .  seventy point two means that we reduced the error rate by thirty percent .    to timit .  then you have mf , ms and me which are for french , spanish and english . and ,  actually i forgot to say that the multilingual net are trained on features without the s derivatives but with increased frame numbers .  and we can see on the first line of the table that it 's slightly worse when we don't use delta but it 's not that much . multi french , multi spanish , and multi english .    still poor .  no these are the s same noises ,  at least for the first for the matched ,    for the italian the results are stranger  what appears is that perhaps spanish is not very close to italian because when using the network trained only on spanish it 's the error rate is almost twice the baseline error rate .   ","this was for the plp , for the plp with jrasta the we this is quite the same tendency , with a slight increase of the error rate , if we go to timit . and then it 's it gets worse with the multilingual . there is a difference actually with b between plp and jrasta is that jrasta seems to perform better with the highly mismatched condition but slightly worse for the matched condition . no these are the s same noises , at least for the first for the matched , for the italian the results are stranger what appears is that perhaps spanish is not very close to italian because when using the network trained only on spanish it 's the error rate is almost twice the baseline error rate . ",
Bro004.D,"there is another difference , is that the noise the noises are different . for the italian part the the networks are trained with noise from aurora ti digits ,   and perhaps the noise are quite different from the noises in the speech that italian . and no .   it 's no , the third part , it 's highly mismatched . training and test noise are different .   but it 's not a clean case . it 's a noisy case but training and test noises are the same .   it 's always noisy and , the  no we don't plan to fill the holes but actually there is something important , is that we made a lot of assumption concerning the on line normalization and we just noticed recently that the approach that we were using was not leading to very good results when we used the straight features to htk .  if you look at the left of the table , the first row , with eighty six , one hundred , and forty three and seventy five , these are the results we obtained for italian with straight plp features using on line normalization . and the , what 's in the table , just at the left of the plp twelve on line normalization column , the numbers seventy nine , fifty four and forty two are the results obtained by pratibha with his on line normalization her on line normalization approach .  just  these are the results of ogi with on line normalization and straight features to htk . and the previous result , eighty six and on , are with our features straight to htk . what we see that is there is that the way we were doing this was not correct , but still the networks are very good . when we use the networks our number are better that pratibha results .  there were diff there were different things and the first thing is the alpha value . the recursion part . i used point five percent , which was the default value in the programs here . and pratibha used five percent . it adapts more quickly but ,  i assume that this was not important because previous results from dan and show that the both values g give the same results . it was true on ti digits but it 's not true on italian . second thing is the initialization of the actually , what we were doing is to start the recursion from the beginning of the utterance . and using initial values that are the global mean and variances measured across the whole database . and pratibha did something different is that he she initialed the values of the mean and variance by computing this on the twenty five first frames of each utterance . there were other minor differences , the fact that she used fifteen dissities instead s instead of thirteen , and that she used c zero instead of log energy . ","there is another difference , is that the noise the noises are different . for the italian part the the networks are trained with noise from aurora ti digits , and perhaps the noise are quite different from the noises in the speech that italian . but actually there is something important , is that we made a lot of assumption concerning the on line normalization and we just noticed recently that the approach that we were using was not leading to very good results when we used the straight features to htk . what we see that is there is that the way we were doing this was not correct , when we use the networks our number are better that pratibha results . and the first thing is the alpha value . i used point five percent , which was the default value in the programs here . and pratibha used five percent . i assume that this was not important because previous results from dan and show that the both values g give the same results . it was true on ti digits but it 's not true on italian . second thing is the initialization of the actually , what we were doing is to start the recursion from the beginning of the utterance . and using initial values that are the global mean and variances measured across the whole database . and pratibha did something different is that he she initialed the values of the mean and variance by computing this on the twenty five first frames of each utterance . there were other minor differences , ",
