meeting,original,extractive,abstractive
IS1001c.A,"that is to say , check if it fit the requirement given by the users , but according to your presentation it seems to be it seems to be fancy , innovative , and easy to use .   to prepare the prototype i would suggest that the industrial designer and the user interface designer work together . that would be better , and and you will receive further instruction by emails , as usual .  do you need to add anything ? you feel you feel free to express what you want to say ? you don't feel too constrained ? you don't feel free to answer this ?  see you . ",,
IS1001c.B,"i_d_ you want ?  i only v have three slides , look at the just this . on some web pages to find some documentation and remote control is , as i s mentioned previously , you just have a very simple chip and the the user interface is just done usually by push button and in our case we are using a wheel control . was looking for that chip , which is very standard , and just looked for the wheel sensor and the standard push button . and we can change directly . have the number of that element which is very standard for remote control . the push button are usually extremely cheap , but have one problem and this is related with the wheel sensor , which seems to be quite expensive . and we if we could just talk about that if we really need a wheel sensor or if we can not if we could combine something with the push button . wheel sensor is fifty time the price of a push button .   i th but i don't think that we should we should talk about the design of the box also which needs some money . but that's all  i haven't chec   but it's  i haven't written my personal references .  the want to mention the problem of the r wheels sensor which is much more expensive than any push button , and if we could reduce that . we have already some good things with with the backlight of the push button . just to make something which is slightly more design that squarey box with a rubber actually . as soon as you thought to move the remote control you have the light . again . i don't think that this is really expensive , but at the end this is plenty of unexpen very cheap devices but the bill starts to be first of all i was thinking to have a continuous light and you w when t you press the on button you have the light on your remote control , when you want to turn off your device a little bit . a little bit .     to s  i support an apple .   me too . it's i know that they do that for alarm clock also .   what about  and for look and feel , what about a piece of ice , with blue l_e_d_ inside ?       banana it's a idea . because but you y you don't use the banana when the banana is curving like that , but when the banana is curving like that , with the wheel on the top and to control , and here you have a push button to  and everybody knows what is a banana .  if you start with fancy fruits and fra s and tha   we will just use a standard battery ? and the chip we chip imprint we know exactly which one we are going to use . what do by case ?  ","you just have a very simple chip and the the user interface is just done usually by push button and in our case we are using a wheel control . the push button are usually extremely cheap , but have one problem and this is related with the wheel sensor , which seems to be quite expensive . and we if we could just talk about that if we really need a wheel sensor or if we can not if we could combine something with the push button . wheel sensor is fifty time the price of a push button . we should talk about the design of the box also which needs some money . the want to mention the problem of the r wheels sensor which is much more expensive than any push button , we have already some good things with with the backlight of the push button . as soon as you thought to move the remote control you have the light . i don't think that this is really expensive , a little bit . and for look and feel , what about a piece of ice , but when the banana is curving like that , with the wheel on the top and to control , we will just use a standard battery ? chip imprint we know exactly which one we are going to use . ","The Industrial Designer presented the functional components that will appear in the prototype, and discussed with the group the high cost of the wheel sensor and the possibility of incorporating speech recognition. They decided to make the remote shaped like a banana and spongy, to have the buttons lighted, to have a wheel sensor at the top of the device, and to use only a standard chip and battery that would not accomodate speech recognition. "
IS1001c.B,"mean for me if we use a spongy banana case , doesn't matter . want to have something to prin to fix my components onto that box , and that's it .   spongy also . no it's possible .   this is like the  wheel on the top . button , where do we want some buttons ?           ","want to have something to prin to fix my components onto that box , and that's it . ",
IS1001c.C," abdul al hasred is my name .     also have to say did you receive the email about the voice recognition ? no ?  you we an email from the manufacturing division that they have voice recognition chip already developed . says  it says that ri right now they just use it to to record answers to particular questions . but it could be it's possible . instead of recording the answers you can just record something simpler like a command . you reco recognize commands and you can record new commands and if they already have it as as a chip then we could use it .   i have a question about that actually . what is the purpose of the light ? is but but in th in the dark but is going to be always turned on , the light ? but if you move it then you have it , you don't need to find it . you can see the buttons better ,  but if you move it then you have to have some sensor to when you move it to detect your movement .  but you need another sensor for that , right ?  no it's too expensive .    extra .   but i expected also the wheel would be cheap but you tell me that it is very expensive      my one , it should be in the shared folder .  it was last time i saw it .   just move to the next slide . want very simple , right ? that's the major idea , as simple as possible . just look at some current designs on the web , of usually more complicated remote controls . and let's look at two of them because th even though they have many buttons they look quite simple . and in our case we just reject the buttons what we don't need and it become even simpler .   this these these remotes are quite big , go to the next page ,  we have all these buttons as you can see , but most of them , we just need the ones in the middle . from the bottom or whatever is there , the numbers and then the top , until the ten also , this middle part , and on the left one is exactly the same . it's more or less how we would like it , with a big volume control , big channel control , and mute and power ,  these are the basic thing . w software we will build will look more or less the same as these two .  if you have , that the volume and the buttons that are there on the top are not very easy to reach with your thumb . it could be on the right side ,  because we don't have these input buttons and this other that they have . and that the plastic cover is not very good idea because ","you we an email from the manufacturing division that they have voice recognition chip already developed . you reco recognize commands and you can record new commands and what is the purpose of the light ? but i expected also the wheel would be cheap but you tell me that it is very expensive just look at some current designs on the web , of usually more complicated remote controls . and let's look at two of them because th even though they have many buttons they look quite simple . and in our case we just reject the buttons what we don't need and it become even simpler . we have all these buttons as you can see , but most of them , we just need the ones in the middle . it's more or less how we would like it , with a big volume control , big channel control , and mute and power , w software we will build will look more or less the same as these two . that the volume and the buttons that are there on the top are not very easy to reach with your thumb . ","The Industrial Designer presented the functional components that will appear in the prototype, and discussed with the group the high cost of the wheel sensor and the possibility of incorporating speech recognition. The User Interface Designer presented existing remote controls to help show the interface of the prototype. He showed how the new design will be more simple and ergonomic than the models he displayed by eliminating extra functions. "
IS1001c.C,"you open it , it can break , you ca you can do various things . you just need to put the channel numbers somewhere a bit out of the way . that they're separate a bit ,  and it's easy to press the other the big buttons , but it's not that difficult to press the channel buttons either .  that if you put the cover it will be even more difficult for the user . alright , you won't usually what i have noticed that people put the plastic cover on things that you normally don't mess with , like buttons for t tuning the channels and like that .  that you want to protect a bit . and it's it's reasonable . i don't think this is just the wheel . we could use the some wheels can be pushed down , could use the push down of the wheel for the record if we want . we could just use one just wheel and user could use just the wheel to do everything with the channels in that case .  the market researcher will tell us all about that .  wou we can certainly just put the electronics in a spongy thing , it would work , right ?  you can throw it to the television . hey that's a one . we could say that if you throw it , you have a sensor , and you throw it and hits the television and turns it off . when it d takes a shock .  how do we make it look is the question .   the obvious thing is a banana , the banana is also ergonomic . is there any fruit that is spongy ?  you can make it it's not hard , the metal . plastic .   two of the button ,    you can just have just have this curve ,  and you move your hand here to press the buttons and then you move on the other side . you can have it on two sides and it'll be no ? you can put also vibrator inside . ha . you can also take into account the fact that the banana fits with the colour scheme of our company .  i hope the students of management die , but anyway . now who are recording this meeting ? the only th  y that can be in inside th in the structure . but that the buttons and the wheel have to be if it's spongy then the buttons and the wheel have to if it's spongy then it's going to move , right ? it's going to be bend a lot . if we try to push the buttons , it you think it's possible ?    usually hold we want it to be good also for the left hand users , right ?  but  sa let's say that th o it has to be you can only take two sides , ","you just need to put the channel numbers somewhere a bit out of the way . we could just use one just wheel and user could use just the wheel to do everything with the channels in that case . we can certainly just put the electronics in a spongy thing , the obvious thing is a banana , you can also take into account the fact that the banana fits with the colour scheme of our company . ","He showed how the new design will be more simple and ergonomic than the models he displayed by eliminating extra functions. A fruit and vegetable theme and spongy materials are popular trends that will be used in the design. They decided to make the remote shaped like a banana and spongy, to have the buttons lighted, to have a wheel sensor at the top of the device, and to use only a standard chip and battery that would not accomodate speech recognition. "
IS1001c.C,"one on ths this side where is the thumb and the other side where there is also the thumb .  or you could use this one , but i don't know if it's very comfortable , to use this one for the wheel . this for the wheel and then this for the buttons ? should have the two sides . if the left , we have the op wheel wheel buttons . the problem is if you have buttons and wheel then when you turn it around , the buttons are on the other side . you cannot see them .  the buttons have to be here and the wheel has to be y know , but if you hold with your left hand , and the wheel is here , and the buttons are here , then when you turn it around the buttons will be on the other side .        yes master . no .   no . you can make   ",,
IS1001c.D,"go ? can i ? now the recent investigation we have done fo of the remote control the most important aspect for remote controls is to be fancy look and feel and not current functional look and feel . and the second aspect is that the remote control should be technological innovative . and the third most important aspect is to is that the co remote control should be easy to use . are things we are we have speak about before .  and you can go after . and there is a fashion watchers in paris and milan that have detected the following trends , fruits and vegetables will be the most important theme for clothes , shoes , and furnitures . if our remote control have to be a fruit form or vegetable form something like that , or and the the material is expected to be spongy . don't know which material can be spongy , and if you   it's robust ,  not good . an and this you can you can say that . you ca you can go before before , yes and here the more iz important aspect is the fancy look and feel , after is technological innovative , and after the easy to use . that's why  that's why we have to keep that if it's possible . innovative .   colour ,  about a pear , the pear , is like that and it's easy to have in hand and   or a fruit like that .          but you don't have      ","and there is a fashion watchers in paris and milan that have detected the following trends , fruits and vegetables will be the most important theme for clothes , shoes , and furnitures . if our remote control have to be a fruit form or vegetable form something like that , or and the the material is expected to be spongy . that's why we have to keep that if it's possible . ",The Marketing Expert presented news about trends in fashion and in the market that will be incorporated into the design. A fruit and vegetable theme and spongy materials are popular trends that will be used in the design. 
IS1001d.A," je croix que c'est dommage de le it will be sad to destroy this prototype . it really looks like a banana . it is a banana .     hi . we are here for the detailed design meeting .  we will i will first present what we are going to do in this meeting . then i've i will also take notes during this meeting and i will send you summary then as usual . we will then look at the evaluation criteria of the prototype presented by our two colleagues that make good work . and then we will see the financial aspects and the cost of the product . then we will evaluate the product . and end with the conclusion of this project and see whether it fits with it fulf if it fulfil the requirement or not .  d let's start with the cost aspect  i look at the aspect discussed last time , that is to say to have a standard battery , to have a yellow banana shaped case with rubber material around it to be to feel spongy , and also at the different aspect like having a wheel etcetera . and the cost ended to be ten point seven euros .  which is good , because we had a price gap of twelve point five euros .  for the financial aspect it's we can we can continue with this product as if , and we are now going to see the project evaluation with our marketing expert .  you have a presentation ? participant four , yes .            you can presen  hold it . think it's very what do you think ?  it's between one and seven ? seven is the highest i will give a six . we all have to agree on a common   no problem .  this is your one is most .  we can choose what we want .  let's say that seven is the best .   do note the grade we have five , six for me , five . and what's your choice ? how much would you give on the fancy aspect , on the fashionable aspect ? how much would you you don't answer to this questionnaire ? five point five average .   does it techne technological aspect . we have the wheel . we also have the rubber material , which make it like new also . would give a five . four ?  no .  what's your grade ? four ? we have four , four f and five ? four . four , let's put four . doesn't it  i would give a seven as it's very easy to use .  six point five .   its f its fruit shape . i would say seven . and is very design . seven ,  you can't miss it .   we have the we don't sesh especially have the lightning but  it's yellow . it's it's very easy to i would say seven . it's hard to miss it .  ","we are here for the detailed design meeting . i will first present what we are going to do in this meeting . i will also take notes during this meeting and i will send you summary then as usual . we will then look at the evaluation criteria of the prototype presented by our two colleagues and then we will see the financial aspects and the cost of the product . then we will evaluate the product . and end with the conclusion of this project and see whether it fits with it fulf if it fulfil the requirement or not . let's start with the cost aspect i look at the aspect discussed last time , that is to say to have a standard battery , to have a yellow banana shaped case with rubber material around it to feel spongy , and also at the different aspect like having a wheel etcetera . and the cost ended to be ten point seven euros . which is good , because we had a price gap of twelve point five euros . for the financial aspect it's we can we can continue with this product as if , and we are now going to see the project evaluation with our marketing expert . think it's very it's between one and seven ? seven is the highest i will give a six . we all have to agree on a common we can choose what we want . let's say that seven is the best . do note the grade we have five , six for me , how much would you give on the fancy aspect , on the fashionable aspect ? we also have the rubber material , would give a five . no . four . four , let's put four . six point five . its f its fruit shape . i would say seven . you can't miss it . i would say seven . ",The Project Manager presented the final cost of the remote with the finalized list of components. The final cost was under the alotted budget; the Project Manager announced that the project could then continue with the current prototype. The Marketing Expert presented an evaluation of the prototype to the group. The group evaluated the prototype based on the requirements of users presented in the first meetings. 
IS1001d.A,"it's rubber , made of rubber , it's m it's more rubber than other remote control .  but it is it is surrounded by rubber material . we can put a six . six is  tadada . we have to sum up everything . six is a good  the be .  six is a it's a good evaluation , it's very promising .  this prototype is quite    having this at twenty five euros is quite attractive , the   we can summarise .  we have seen the prototype . it's very according to the work of our two designer . the financial aspect were we have the cost below our threshold and we could sell at twenty five euros and make i make profit . the evaluation give satisfying result as think we can move to the last part of the meeting .  the cost is in the budget , the evaluation is th we can now open champagne and make a huge party . i don't know if it's provided by by the meeting staff .  congratulation . product .  it was a good collaboration aspect .  we will have much bigger project next time and a much bigger salary as all it depends on who watch this meeting . we don't know .  good guys , see you for next successful project . ","it's rubber , made of rubber , but it is it is surrounded by rubber material . we can put a six . we have to sum up everything . six is a good it's a good evaluation , this prototype is quite having this at twenty five euros is quite attractive , we have seen the prototype . it's very according to the work of our two designer . the financial aspect were we have the cost below our threshold and we could sell at twenty five euros and make i make profit . the evaluation give satisfying result as the cost is in the budget , the evaluation is th we can now open champagne it was a good collaboration ",The group evaluated the prototype based on the requirements of users presented in the first meetings. The group decided that the prototype met enough of these goals to be able to market the product. The Project Manager summarized the accomplishments of the meeting. 
IS1001d.B," hi .        i will give a five .  five .  a four also , because , except for the wheel , we don't have much innovation . the rubber is four . i  six . six . six point five . seven . easy to find . i lost my banana .  six .   it's ru it's rubber .     six or five . five six .    but almo also the complexity between a phone and a remote control is not cannot compare .  start to eat banana .        fruits . ","i will give a five . a four also , because , except for the wheel , we don't have much innovation . easy to find . ",The group evaluated the prototype based on the requirements of users presented in the first meetings. 
IS1001d.C,"it is a banana . it is the essence of bananas . i would be confused with this thing .  s how is everyone ?  like a banana . i give it a five . and you ? do you vote christine ? do you also vote ?  we can very easily .  i it will have five point five average .   it's four .  d are we including the voice are you glu are we including the voice in the end or not ? no .  for twenty five .  i give a seven ,    we can put a seven here .   we hope .    it's we can put a six here . you'll make the material transparent that it lights up completely , or   the only problem there might be which know , i if it's very sensitive , they will , i don't know   six , for me .  twenty . thirty . thir  the top  will become eight soon ?  it's a bit biased .  because i saw some phones that were banana shaped , wireless phones not mobile ones , wireless for the house , quite big also , and they were selling something like a hundred euros , two hundred euros . just a phone , wireless .   it's much more complex , but    congratulations to the team . very we worked together fantastically .  what does the management say ? what does the management say ?      ","i give it a five . it will have five point five average . it's four . are we including the voice in the end or not ? i give a seven , we can put a seven here . it's you'll make the material transparent that it lights up completely , the only problem there might be which know , i if it's very sensitive , congratulations to the team . very we worked together fantastically . ",The group evaluated the prototype based on the requirements of users presented in the first meetings. The Project Manager summarized the accomplishments of the meeting. 
IS1001d.D,"       you can have my project in  just a four . evaluation .  you can go . we can go through .  i made an evaluation and the evaluation criteria is made according to the users' requirements and the market trends we talked about during the previous meetings . you can go through and  we have six points . we we talked about before .  we want to have a product fancy look and feel , technologically innovative , easy to use , fashion , easy to find in a room , and robust , and i have a scale of seven points .  i go through all the all the points here , and according to what you think about the this project you can make a one point , two point or seven point .  and after we ha we have an average , and we see . the   fancy look and feel , what do you think ? f between o one and seven .   seven is the    no , want to see something  think and need to as need to don't know if you we ha we have to put one if it's better or    or we can say s seven is the best  six you can how much what ?  yes  six , it's a good  wa can .  i   after , the technological aspect ?  we said we have new technological thing with a wheel .  no . four . we can put four ? everyone is or four poin four .  very easy to use . do you think it's easy to use ? six for me also . six point five .  is it fashion ? seven ? it's fashion , because it's a fruit , and we say that the seven . easy to find in a room ?  we have the lightning , or the lighting .   seven ? is it robust ? everybody is six .  s now thirteen twenty six point five , seven , thirty two , thirty six . that's six . good . if we say that seven it's it's the better , and when six sit six are good it's a good product , we have a good price and good .         ","i made an evaluation and the evaluation criteria is made according to the users' requirements and the market trends we talked about during the previous meetings . we have six points . we want to have a product fancy look and feel , technologically innovative , easy to use , fashion , easy to find in a room , and robust , i have a scale of seven points . i go through all the all the points here , and according to what you think about the this project you can make a one point , two point or seven point . and after we ha we have an average , and we see . fancy look and feel , what do you think ? between o one and seven . seven is the don't know if you we ha we have to put one if it's better or six , it's a good after , the technological aspect ? we said we have new technological thing with a wheel . very easy to use . do you think it's easy to use ? six for me also . is it fashion ? it's fashion , we have the lightning , is it robust ? everybody is six . if we say that seven it's it's the better , and when six sit six are good it's a good product , we have a good price ",The Marketing Expert presented an evaluation of the prototype to the group. The group evaluated the prototype based on the requirements of users presented in the first meetings. The group decided that the prototype met enough of these goals to be able to market the product. 
IS1002b.A," we are here to talk about functional design . now hopefully we've all got a better idea from than we did f leaving the last meeting as to what it is we are up to now . here's an agenda . i'll open . you should know that i'll be taking minutes during all the meetings , as i was struggling to our last time and that'll be easier for me now because i'm not actually giving the whole presentation . the additional points are just the that we sent and that i forwarded on from upper management having a few bright ideas to make our lives painful . now you can all give your presentations . we can talk about the requirements and hopefully come to some decisions . right , forty minutes for this meeting , bit more time than the last one . here's the additional points wanted to put those in there to see if you guys had any comments on them . did you all receive that email ? does anyone have any overall     tha that first point could also be an op opportunity because in seeing that teletext is becoming outdated , some sort remote control that can work with the internet there is the opportunity that's presented ,    but we are being dictated that this should only be for the television . we're quite fixed . we're really probably , in terms of marketing , are looking for that's that's a cost winner rather than a fantastic new feature product .    but there's also the potential for mark there's a market here for our lost teletext . someone that just goes to the shop that wants a replacement wants it as cheap as possible . twenty five euros is the selling price , we really have to innovate here  k    that the last point is probably quite straightforward . the w it has to be branded .  on the product can you handle that black and yellow ?  nah . we have three presentations , and we'll go in order of participant number here . we can have a look at the working design first from participant two . that's  it's enough . but click it on off ? do we have an idea of costs of different components ?   do we have any ballpark figures for that yet ? no .     and we have participant three , which i believe is pedro . give you that to click on . and you wanna get view a slide show , that's what you wanna do , just go up to view .   but i t what the management recommendation was less that there's a worry that teletext will become outdated rather than we shouldn't have it . still think if it's cheap enough functionality wise to include , it really should be in there . because otherwise we're just going to ","we are here to talk about functional design . now hopefully we've all got a better idea from than we did f leaving the last meeting as to what it is we are up to now . here's an agenda . you should know that i'll be taking minutes during all the meetings , and that'll be easier for me now because i'm not actually giving the whole presentation . the additional points are just the that we sent and that i forwarded on from upper management having a few bright ideas to make our lives painful . now you can all give your presentations . we can talk about the requirements and hopefully come to some decisions . did you all receive that email ? does anyone have any overall tha that first point could also be an op opportunity because in seeing that teletext is becoming outdated , some sort remote control that can work with the internet there is the opportunity that's presented , but we are being dictated that this should only be for the television . we're quite fixed . we're really probably , in terms of marketing , are looking for that's that's a cost winner rather than a fantastic new feature product . we really have to innovate here that the last point is probably quite straightforward . the w it has to be branded . can you handle that black and yellow ? we have three presentations , and we'll go in order of participant number here . we can have a look at the working design first from participant two . do we have an idea of costs of different components ? but i t what the management recommendation was less that there's a worry that teletext will become outdated rather than we shouldn't have it . still think if it's cheap enough functionality wise to include , it really should be in there . ","The Project Manager reviewed new requirements for the project with the group and discussed their implementation. The Industrial Designer presented the basic components of a remote control device and how they work together. The group discussed not being able to include a teletext component, and that the product design would have to be the main selling point of the device. "
IS1002b.A,"even if it's necessary or not , if you if you're given the choice between a t a remote with teletext or without when it really if it i if it isn't more expensive for us to k make because as far as i understand it , it can be operated with the same set of buttons , it should be in there .  isn't what we're getting into here is the idea of internet through the t_v_ that might play on what we can do . you have digital t_v_ still already . there is a on digital t_v_ systems you have you can press a button and you can buy things in adverts , and you can you can view through a catalogue a family member of mine has got a system where you just you can and there's other features on other systems where you can pause live t_v_ and things like that . they're just features from the internet from computers are coming into the t_v_ under the covers , but you still use it through a teletext . now the things to think here are that there's gonna be more functionality , potentially that we can handle .  but still there's an opportunity . if it's , a trainable one then we're just simply having like an up , down , left , right , an button like that might do as in future proofing it .    and neither do i bu i'll communicate that back to those guys there a and th the message really we wanna be sending to them is that , although teletext may become outdated w there's no l logic in not having it in there anyway i if it doesn't affect the price . but what they're pushing us towards here is in terms of thinking of ways to future proof our system for future systems that have something else other than teletext i'm     if we're keeping it basic we're loo what we're looking to sell it is it's just being very easy to use , looking exceptionally good , that thing . we really don't have anything else there , do we ?  but i if design is cheap and functionality is basic , then twenty five euros is probably a high price for a commoner garden stan standard t_v_ the place remote the then the place we're going to justify that cost is through design through making it a sleek elegant high priced basic remote . does that make sense ,  we probably should . we're doing alright for time .   that kinda cut into you there .  we are looking for something that looks good and just works , rather than looking for any special features . is that  but we can talk a little bit more potentially in the marketing presentation about this . be a good idea . i didn't mean to cut in . i'm not the boss .  that's probably a question more for for this guy here , is it ?      ","even if it's necessary or not , if you if you're given the choice between a t a remote with teletext or without when it really if it i if it isn't more expensive for us to k make because as far as i understand it , it can be operated with the same set of buttons , what we're getting into here is the idea of internet through the t_v_ there is a on digital t_v_ systems you have you can press a button and you can buy things in adverts , and there's other features on other systems where you can pause live t_v_ and things like that . they're just features from the internet from computers are coming into the t_v_ under the covers , if it's , a trainable one then we're just simply having like an up , down , left , right , an button like that might do as in future proofing it . and neither do i a and th the message really we wanna be sending to them is that , although teletext may become outdated w there's no l logic in not having it in there anyway i if it doesn't affect the price . if we're keeping it basic we're loo what we're looking to sell it is it's just being very easy to use , looking exceptionally good , that thing . but i if design is cheap and functionality is basic , then twenty five euros is probably a high price for a commoner garden stan standard t_v_ but we can talk a little bit more potentially in the marketing presentation about this . ","The group discussed not being able to include a teletext component, and that the product design would have to be the main selling point of the device. "
IS1002b.A,"i have a question for you . does any of the the features that pedro's spoken about here have any implications we might not have thought about on in terms of just pure functionality ? in terms of making it work or the cost of that or   cheers . onto participant four .     now the question is can we make this for less than twelve fifty per ? we do we necessarily have to change the end cost because can we dl can we do that without changing it twelve fifty per product , if we can sell more based on this ?   we can certainly push for a more expensive product if that's gonna be nah , we can say with certainty now that we are supporting teletext .     and th to get to back to another point , for cutting in but , i th it's important to remember that this remote has to work with multiple t_v_s , it's selling on its own . it's not going to be specifically for hitachi t_v_s or whatever . technologically , if i understand it , t_v_s t_v_ remote's working exactly the same way as video remotes and d_v_d_ remotes . all you need to do is train them to the individual one , all you need to do is know the f like some four digit code . saying that it works with all t_v_s is equivalent to saying that it'll work with d_v_d_s and other things .  we have done this . i see .  and i'd  we really can't chase that . we're really looking for something basic . the one thing that you said really struck a chord with me here in that we're carrying the corporate identity with the product , but we're actually looking for a large profit at the same time where i'd be inclined to go back to upper level management and say like let's just cut down our profit expected on this product because we are actually branding our company here . we're selling more than just the product . we're trying to get mind share about real reaction to the people who are gonna buy consumer electronics . we want people to eventually say , that's real reaction that's a good m make . it's reliable . and we're gonna make it we're gonna win mind share by either being a fantastic product or for it working , it just being good , reasonable priced , and solid . if we can make if we can put an emphasis here on it not breaking that's in itself an extremely big thing . we only have a few minutes left . is twenty five euros a mid market price for a remote ?   i'd be inclined to say , if we can make the design better than any comparable remote while reducing the cost , then that's the way we really should play it . ","does any of the the features that pedro's spoken about here have any implications we might not have thought about on in terms of just pure functionality ? onto participant four . now the question is can we make this for less than twelve fifty per ? we do we necessarily have to change the end cost because can we dl can we do that without changing it twelve fifty per product , if we can sell more based on this ? we can certainly push for a more expensive product if that's gonna be we can say with certainty now that we are supporting teletext . i th it's important to remember that this remote has to work with multiple t_v_s , it's selling on its own . all you need to do is train them to the individual one , we really can't chase that . we're really looking for something basic . the one thing that you said really struck a chord with me here in that we're carrying the corporate identity with the product , where i'd be inclined to go back to upper level management and say like let's just cut down our profit expected on this product because we are actually branding our company here . we're trying to get mind share about real reaction to the people who are gonna buy consumer electronics . and we're gonna make it we're gonna win mind share by either being a fantastic product or for it working , it just being good , reasonable priced , and solid . is twenty five euros a mid market price for a remote ? i'd be inclined to say , if we can make the design better than any comparable remote while reducing the cost , then that's the way we really should play it . ","The group discussed not being able to include a teletext component, and that the product design would have to be the main selling point of the device. The Marketing Expert discussed his marketing strategy for the project, again stressing the attractiveness of the product design. The Industrial Designer proposed including a battery charging stand with the device but it was decided that it was not a useful feature. The group continued to discuss the marketing strategy for the device as it would not include many advanced technological functions; they discussed including a guarantee for the remote and using a unique form factor. "
IS1002b.A,"if we can take it down to fifteen rather than twenty five and make a low profit margin on it , but we're really doing that to sell the brand . we have five minutes left . rather th to sell for real reactions . and communicate this to the more senior people within the company here to get a reaction .  how does everybody feel ?  the other the o the problem with that in my mind think off hand as a consumer , would i wanna buy that ? and not because i've got a remote and i'll take it to different chairs , i'll take it to different i w i don't wanna go over somewhere and put it down . it i if it is gonna be somewhere that you put it down then it needs to be at the side of your armchair , and that implies that there's only one t_v_ user . it's very good for some people but it's not a like but it takes away the ease of use of the remote to a certain extent . you have to l remember . you have to d shift down the side of the couch to find it and put it back and  i d i d it in my mind it doesn't seem like something that i'd really want because of that fact . but i don't know , that's just my opinion .   what do we think we should pedro , do you have any opinion on it ? really need to wrap up now .    there's al there's also remote controls i remember that worked this hasn't been done in a while but th as a watch .  there is remote control watches but they're a sorta eighties thing , it might not be easy to market in it but the technologies came along and it might be cheaper to make now . those things may have been inexpensive for all i know .  gotta cut up .  the last remote you'll ever buy . if we're going down that then we can we don't need to go the it strikes me that the locator feature might actually be quite expensive to make . whereas actually just putting it in a power cradle might not be too expensive because that's just done with mobile phones you can just n we have said we have actually similar products that we can take from and potentially cut costs there . need to look into whether we can do that but think we have some m mobile phone based products checking quickly our internet . we really need to finish up here . but we have the power adaptor products . we sell power adaptor products . there's nothing stopping us using that technology .   think without it being too we can cut costs through using the manufacturing that's already gonna be in place here .   guys . ","if we can take it down to fifteen rather than twenty five and make a low profit margin on it , and communicate this to the more senior people within the company here to get a reaction . i w i don't wanna go over somewhere and put it down . it i if it is gonna be somewhere that you put it down then it needs to be at the side of your armchair , and that implies that there's only one t_v_ user . but it takes away the ease of use of the remote to a certain extent . i d i d it in my mind it doesn't seem like something that i'd really want because of that fact . whereas actually just putting it in a power cradle might not be too expensive need to look into whether we can do that ",The group continued to discuss the marketing strategy for the device as it would not include many advanced technological functions; they discussed including a guarantee for the remote and using a unique form factor. The Industrial Designer proposed including a battery charging stand with the device but it was decided that it was not a useful feature. 
IS1002b.B," right . one of one of the things that we should also keep in mind when we're doing this our company's slogan is we put the fashion in electronics , right . think our our target here is to have some very like sleek look remote and we want it to be functional as but one of the main selling points is that we don't want it to be clunky like this thing here . we don't wanna a big clunker . we want something that looks and it's fashionable and that's fine .  you all know me , i'm the industrial designer . and we've some basic components that our remote is gonna need , just every remote'll need 'em . we need some kinda of power d power source . we have to decide on our user interface , which is his department , but the in user interface is also a major component . we need a programmable digital signal processor to to take the input from the user and translate that into into electronic signal , which we pass to the infra red l_e_d_ , which you aim at the television which and it receives that signal . you need a on off switch don't know how that got in there . and we also need to have the if we want a universal remote we need to have encryption codes for the different makes of t_v_s . we need to know all the different all the different signals and that'll require some memory as here's just a basic layout of how the remote would work . you ha the v the power source is in the upper right hand corner there , and you can see that we have the user interface here which is connected to the chip which does all our signal processing , and then passes that signal on to the infra red l_e_d_ and that signal is then emitted and received by the television at the photo transistor . those are the basic components that need to go into this and everything else is open to move around . any des no . right   this is just a basic layout of ev of all the components that w are gonna be necessary f to have a working remote . we can add things in like if we wanted some voice recognition , that you can kinda say would fall under the user interface and the digital signal processing chip . the most costly components are gonna be the chip and the th it could als the user interface and the casing are gonna be expensive as the l_e_d_ and the transistors and everything else are they're pretty cheap . depending on what we want our functionality to be , the chip could be expensive or it could be cheap . depending on the n amount of memory we need in there and like that and h how much power . don't have any figures right now . ","one of the things that we should also keep in mind when we're doing this our company's slogan is we put the fashion in electronics , right . think our our target here is to have some very like sleek look remote but one of the main selling points is that we don't want it to be clunky like this thing here . we want something that looks and it's fashionable and i'm the industrial designer . and we've some basic components that our remote is gonna need , just every remote'll need 'em . we need some kinda of power d power source . we have to decide on our user interface , which is his department , but the in user interface is also a major component . we need a programmable digital signal processor to to take the input from the user and translate that into into electronic signal , which we pass to the infra red l_e_d_ , which you aim at the television which and it receives that signal . you need a on off switch and we also need to have the if we want a universal remote we need to have encryption codes for the different makes of t_v_s . we need to know all the different all the different signals and that'll require some memory as here's just a basic layout of how the remote would work . you ha the v the power source is in the upper right hand corner there , and you can see that we have the user interface here which is connected to the chip which does all our signal processing , and then passes that signal on to the infra red l_e_d_ and that signal is then emitted and received by the television at the photo transistor . this is just a basic layout of ev of all the components that w are gonna be necessary f to have a working remote . we can add things in like if we wanted some voice recognition , that you can kinda say would fall under the user interface and the digital signal processing chip . the most costly components are gonna be the chip the user interface and the casing are gonna be expensive as the l_e_d_ and the transistors and everything else are they're pretty cheap . depending on what we want our functionality to be , the chip could be expensive or it could be cheap . depending on the n amount of memory we need in there and like that and h how much power . ",The Project Manager reviewed new requirements for the project with the group and discussed their implementation. The Industrial Designer presented the basic components of a remote control device and how they work together. He showed that the size of the chip they will use is dependent on how many complicated functions are included. 
